Kód produktu;Název;Nákupní cena;Prodejní cena;Mare Kè;Mare %;Multishop
142669/259763;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;17.0;31.3;14.3;45.69;45
142669/259764;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;17.0;31.3;14.3;45.69;45
142669/259765;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;17.0;31.3;14.3;45.69;45
142669/259786;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;17.0;31.3;14.3;45.69;45
142669/269315;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269316;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269317;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269318;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269319;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269320;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142669/269321;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;12.96;31.3;18.34;58.59;60
142670/259760;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/259761;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/259763;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/259764;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/259765;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/259786;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269315;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269316;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269317;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269318;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269319;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269320;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142670/269321;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;129.6;203.6;74.0;36.35;35
142884/259760;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/259761;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/259763;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/259764;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/259765;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/259786;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269315;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269316;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269317;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269318;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269319;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269320;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142884/269321;Kostìnı zip No 5 délka 80 cm s ozdobnım jezdcem;324.0;356.4;32.4;9.09;10
142666/259803;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;18.0;19.9;1.9;9.55;10
142666/259804;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;9.7;18.2;8.5;46.7;45
142666/259805;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;18.0;26.5;8.5;32.08;30
142666/259806;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;18.0;21.5;3.5;16.28;15
142666/259807;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;18.0;24.8;6.8;27.42;25
142666/259808;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;18.0;25.3;7.3;28.85;30
142666/269312;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;12.0;25.3;13.3;52.57;55
142666/269313;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;12.0;25.3;13.3;52.57;55
142666/269314;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;12.0;25.3;13.3;52.57;55
142667/259803;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;114.7;140.1;25.4;18.13;20
142667/259804;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;97.0;118.6;21.6;18.21;20
142667/259805;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;156.8;172.6;15.8;9.15;10
142667/259806;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;117.6;161.8;44.2;27.32;25
142667/259807;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;156.8;172.6;15.8;9.15;10
142667/259808;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;120.0;164.9;44.9;27.23;25
142667/269312;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;120.0;164.9;44.9;27.23;25
142667/269313;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;120.0;164.9;44.9;27.23;25
142667/269314;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;120.0;164.9;44.9;27.23;25
142906/259803;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;274.5;301.9;27.4;9.08;10
142906/259804;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;242.5;266.8;24.3;9.11;10
142906/259805;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;291.5;320.7;29.2;9.11;10
142906/259806;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;313.75;344.9;31.15;9.03;10
142906/259807;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;313.75;344.9;31.15;9.03;10
142906/259808;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;300.0;330.0;30.0;9.09;10
142906/269312;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;300.0;330.0;30.0;9.09;10
142906/269313;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;300.0;330.0;30.0;9.09;10
142906/269314;Kostìnı zip No 5 délka 90 cm s ozdobnım jezdcem;300.0;330.0;30.0;9.09;10
51845/149430;Kostìnı zip No 4 délka 16 cm se štrasovımi kamínky;24.5;18.9;-5.6;-29.63;-30
97213/149430;Kostìnı zip No 4 délka 16 cm se štrasovımi kamínky;386.0;424.4;38.4;9.05;10
145705/263473;Kostìnı zip extra velkı No 20 délka 80 cm, 90 cm;29.4;49.6;20.2;40.73;40
145705/263474;Kostìnı zip extra velkı No 20 délka 80 cm, 90 cm;29.4;49.6;20.2;40.73;40
145706/263473;Kostìnı zip extra velkı No 20 délka 80 cm, 90 cm;1014.5;1115.9;101.4;9.09;10
145706/263474;Kostìnı zip extra velkı No 20 délka 80 cm, 90 cm;1014.5;1115.9;101.4;9.09;10
935C/107;Pletací pøíze Favori 100 g;55.06;71.0;15.94;22.45;20
6072/111032;Spirálovı zip No 3 délka 30 cm autolock;2.8;5.7;2.9;50.88;50
6072/111047;Spirálovı zip No 3 délka 30 cm autolock;2.8;5.7;2.9;50.88;50
95488/111032;Spirálovı zip No 3 délka 30 cm autolock;23.7;37.3;13.6;36.46;35
95488/111047;Spirálovı zip No 3 délka 30 cm autolock;23.7;37.3;13.6;36.46;35
95489/111032;Spirálovı zip No 3 délka 30 cm autolock;59.25;65.3;6.05;9.26;10
95489/111047;Spirálovı zip No 3 délka 30 cm autolock;59.25;65.3;6.05;9.26;10
138860/111264;Spirálovı zip No 3 délka 35 cm autolock;121.5;133.7;12.2;9.12;10
138860/111278;Spirálovı zip No 3 délka 35 cm autolock;139.0;0.0;-139.0;0;0
6073/111264;Spirálovı zip No 3 délka 35 cm autolock;4.1;8.4;4.3;51.19;50
6073/111278;Spirálovı zip No 3 délka 35 cm autolock;4.96;0.0;-4.96;0;0
95490/111264;Spirálovı zip No 3 délka 35 cm autolock;24.3;38.2;13.9;36.39;35
95490/111278;Spirálovı zip No 3 délka 35 cm autolock;27.8;0.0;-27.8;0;0
95491/111264;Spirálovı zip No 3 délka 35 cm autolock;60.75;66.9;6.15;9.19;10
95491/111278;Spirálovı zip No 3 délka 35 cm autolock;69.5;0.0;-69.5;0;0
6075/111128;Spirálovı zip No 3 délka 45 cm autolock;4.8;9.8;5.0;51.02;50
6075/111145;Spirálovı zip No 3 délka 45 cm autolock;4.8;9.8;5.0;51.02;50
95502/111128;Spirálovı zip No 3 délka 45 cm autolock;40.7;63.9;23.2;36.31;35
95502/111145;Spirálovı zip No 3 délka 45 cm autolock;40.7;63.9;23.2;36.31;35
95503/111128;Spirálovı zip No 3 délka 45 cm autolock;101.75;111.9;10.15;9.07;10
95503/111145;Spirálovı zip No 3 délka 45 cm autolock;101.75;111.9;10.15;9.07;10
93978/111226;Spirálovı zip No 3 délka 60 cm autolock;5.7;11.7;6.0;51.28;50
93978/111240;Spirálovı zip No 3 délka 60 cm autolock;5.7;11.7;6.0;51.28;50
95509/111226;Spirálovı zip No 3 délka 60 cm autolock;48.3;75.9;27.6;36.36;35
95509/111240;Spirálovı zip No 3 délka 60 cm autolock;48.3;75.9;27.6;36.36;35
95510/111226;Spirálovı zip No 3 délka 60 cm autolock;120.75;132.8;12.05;9.07;10
95510/111240;Spirálovı zip No 3 délka 60 cm autolock;120.75;132.8;12.05;9.07;10
120163/108890;Vodìodolnı zip No 7 délka 50 cm spirálovı;408.5;449.2;40.7;9.06;10
20031/108890;Vodìodolnı zip No 7 délka 50 cm spirálovı;20.0;30.7;10.7;34.85;35
20031/240691;Vodìodolnı zip No 7 délka 50 cm spirálovı;24.2;0.0;-24.2;0;0
96728/108890;Vodìodolnı zip No 7 délka 50 cm spirálovı;163.4;199.7;36.3;18.18;20
20035/108728;Vodìodolnı zip No 7 délka 60 cm spirálovı;21.5;15.9;-5.6;-35.22;-35
20035/240692;Vodìodolnı zip No 7 délka 60 cm spirálovı;26.02;0.0;-26.02;0;0
20035/240693;Vodìodolnı zip No 7 délka 60 cm spirálovı;21.5;9.4;-12.1;-128.72;-130
96738/108728;Vodìodolnı zip No 7 délka 60 cm spirálovı;84.5;103.3;18.8;18.2;20
96738/240693;Vodìodolnı zip No 7 délka 60 cm spirálovı;84.5;103.3;18.8;18.2;20
96739/108728;Vodìodolnı zip No 7 délka 60 cm spirálovı;422.5;464.6;42.1;9.06;10
96739/240693;Vodìodolnı zip No 7 délka 60 cm spirálovı;422.5;464.6;42.1;9.06;10
123923/145352;Vodìodolnı zip No 7 délka 65 cm spirálovı;476.5;524.2;47.7;9.1;10
20037/145352;Vodìodolnı zip No 7 délka 65 cm spirálovı;22.5;46.0;23.5;51.09;50
96534/145352;Vodìodolnı zip No 7 délka 65 cm spirálovı;190.6;299.5;108.9;36.36;35
120152/108888;Vodìodolnı zip No 7 délka 85 cm spirálovı;540.0;0.0;-540.0;0;0
120152/240682;Vodìodolnı zip No 7 délka 85 cm spirálovı;540.0;594.1;54.1;9.11;10
120152/240683;Vodìodolnı zip No 7 délka 85 cm spirálovı;540.0;594.1;54.1;9.11;10
20045/108888;Vodìodolnı zip No 7 délka 85 cm spirálovı;30.86;0.0;-30.86;0;0
20045/240682;Vodìodolnı zip No 7 délka 85 cm spirálovı;25.5;52.2;26.7;51.15;50
20045/240683;Vodìodolnı zip No 7 délka 85 cm spirálovı;25.5;52.2;26.7;51.15;50
96726/108888;Vodìodolnı zip No 7 délka 85 cm spirálovı;216.0;0.0;-216.0;0;0
96726/240682;Vodìodolnı zip No 7 délka 85 cm spirálovı;216.0;339.4;123.4;36.36;35
96726/240683;Vodìodolnı zip No 7 délka 85 cm spirálovı;216.0;339.4;123.4;36.36;35
123922/170343;Vodìodolnı zip No 7 délka 70 cm spirálovı;487.0;535.7;48.7;9.09;10
123922/240687;Vodìodolnı zip No 7 délka 70 cm spirálovı;475.0;0.0;-475.0;0;0
66425/170343;Vodìodolnı zip No 7 délka 70 cm spirálovı;23.0;47.0;24.0;51.06;50
66425/240686;Vodìodolnı zip No 7 délka 70 cm spirálovı;27.83;0.0;-27.83;0;0
66425/240687;Vodìodolnı zip No 7 délka 70 cm spirálovı;27.83;0.0;-27.83;0;0
96734/170343;Vodìodolnı zip No 7 délka 70 cm spirálovı;194.8;306.1;111.3;36.36;35
96734/240687;Vodìodolnı zip No 7 délka 70 cm spirálovı;270.0;0.0;-270.0;0;0
120153/170265;Vodìodolnı zip No 7 délka 75 cm spirálovı;508.25;559.0;50.75;9.08;10
120153/240694;Vodìodolnı zip No 7 délka 75 cm spirálovı;500.0;0.0;-500.0;0;0
120153/240695;Vodìodolnı zip No 7 délka 75 cm spirálovı;508.25;559.0;50.75;9.08;10
66625/170265;Vodìodolnı zip No 7 délka 75 cm spirálovı;24.0;49.1;25.1;51.12;50
66625/240694;Vodìodolnı zip No 7 délka 75 cm spirálovı;29.04;0.0;-29.04;0;0
66625/240695;Vodìodolnı zip No 7 délka 75 cm spirálovı;24.0;49.1;25.1;51.12;50
96721/170265;Vodìodolnı zip No 7 délka 75 cm spirálovı;203.3;319.4;116.1;36.35;35
96721/240694;Vodìodolnı zip No 7 délka 75 cm spirálovı;290.0;0.0;-290.0;0;0
96721/240695;Vodìodolnı zip No 7 délka 75 cm spirálovı;203.3;319.4;116.1;36.35;35
66927/170665;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;12.5;19.6;7.1;36.22;35
66927/178789;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;12.5;16.1;3.6;22.36;20
66927/197861;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;12.5;16.1;3.6;22.36;20
66927/232333;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;12.5;16.1;3.6;22.36;20
66927/241003;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;12.5;16.1;3.6;22.36;20
98664/170665;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;85.8;134.8;49.0;36.35;35
98664/178789;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;85.8;104.8;19.0;18.13;20
98664/197861;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;85.8;104.8;19.0;18.13;20
98664/232333;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;85.8;104.8;19.0;18.13;20
98664/241003;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;85.8;104.8;19.0;18.13;20
98665/170665;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;214.5;236.0;21.5;9.11;10
98665/178789;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;214.5;236.0;21.5;9.11;10
98665/197861;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;214.5;236.0;21.5;9.11;10
98665/232333;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;214.5;236.0;21.5;9.11;10
98665/241003;Spirálovı zip No 7 délka 50 cm se støíbrnımi zoubky;214.5;236.0;21.5;9.11;10
66928/170664;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;15.13;0.0;-15.13;0;0
66928/178797;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;12.5;25.6;13.1;51.17;50
66928/197862;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;12.5;25.6;13.1;51.17;50
66928/232611;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;12.5;25.6;13.1;51.17;50
66928/241002;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;12.5;25.6;13.1;51.17;50
98661/170664;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;150.0;0.0;-150.0;0;0
98661/178797;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;105.9;166.4;60.5;36.36;35
98661/197862;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;105.9;166.4;60.5;36.36;35
98661/232611;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;105.9;166.4;60.5;36.36;35
98661/241002;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;105.9;166.4;60.5;36.36;35
98662/170664;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;250.0;0.0;-250.0;0;0
98662/178797;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;264.75;291.3;26.55;9.11;10
98662/197862;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;264.75;291.3;26.55;9.11;10
98662/232611;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;264.75;291.3;26.55;9.11;10
98662/241002;Spirálovı zip No 7 délka 55 cm se støíbrnımi zoubky;264.75;291.3;26.55;9.11;10
66929/170666;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;13.0;17.3;4.3;24.86;25
66929/178787;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;13.0;17.3;4.3;24.86;25
66929/197863;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;13.0;17.3;4.3;24.86;25
66929/232332;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;15.73;0.0;-15.73;0;0
66929/241004;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;13.0;17.3;4.3;24.86;25
98656/170666;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;92.0;112.5;20.5;18.22;20
98656/178787;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;92.0;112.5;20.5;18.22;20
98656/197863;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;94.4;129.8;35.4;27.27;25
98656/232332;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;130.0;0.0;-130.0;0;0
98656/241004;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;92.0;112.5;20.5;18.22;20
98657/170666;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;230.0;253.2;23.2;9.16;10
98657/178787;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;230.0;253.2;23.2;9.16;10
98657/197863;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;267.5;294.0;26.5;9.01;10
98657/232332;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;225.0;0.0;-225.0;0;0
98657/241004;Spirálovı zip No 7 délka 60 cm se støíbrnımi zoubky;230.0;253.2;23.2;9.16;10
66930/170663;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;13.5;27.6;14.1;51.09;50
66930/178785;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;13.5;27.6;14.1;51.09;50
66930/197864;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;13.5;27.6;14.1;51.09;50
66930/232331;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;13.5;27.6;14.1;51.09;50
66930/241005;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;13.5;27.6;14.1;51.09;50
98666/170663;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;114.3;179.7;65.4;36.39;35
98666/178785;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;114.3;179.7;65.4;36.39;35
98666/197864;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;114.3;179.7;65.4;36.39;35
98666/232331;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;163.4;179.7;16.3;9.07;10
98666/241005;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;114.3;179.7;65.4;36.39;35
98668/170663;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;285.75;314.6;28.85;9.17;10
98668/178785;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;285.75;314.6;28.85;9.17;10
98668/197864;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;285.75;314.6;28.85;9.17;10
98668/232331;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;285.75;314.6;28.85;9.17;10
98668/241005;Spirálovı zip No 7 délka 65 cm se støíbrnımi zoubky;285.75;314.6;28.85;9.17;10
66931/170660;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;14.0;28.6;14.6;51.05;50
66931/178791;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;14.0;28.6;14.6;51.05;50
66931/197865;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;14.0;28.6;14.6;51.05;50
66931/232330;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;11.86;28.6;16.74;58.53;60
66931/241006;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;14.0;28.6;14.6;51.05;50
98669/170660;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;118.6;186.3;67.7;36.34;35
98669/178791;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;118.6;186.3;67.7;36.34;35
98669/197865;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;118.6;186.3;67.7;36.34;35
98669/232330;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;118.6;186.3;67.7;36.34;35
98669/241006;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;118.6;186.3;67.7;36.34;35
98670/170660;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;296.5;326.1;29.6;9.08;10
98670/178791;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;296.5;326.1;29.6;9.08;10
98670/197865;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;296.5;326.1;29.6;9.08;10
98670/232330;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;296.5;326.1;29.6;9.08;10
98670/241006;Spirálovı zip No 7 délka 70 cm se støíbrnımi zoubky;296.5;326.1;29.6;9.08;10
66932/170662;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;17.55;0.0;-17.55;0;0
66932/178795;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;14.5;29.7;15.2;51.18;50
66932/197866;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;14.5;29.7;15.2;51.18;50
66932/232329;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;14.5;29.7;15.2;51.18;50
66932/241007;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;14.5;29.7;15.2;51.18;50
98672/170662;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;122.8;0.0;-122.8;0;0
98672/178795;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;122.8;193.0;70.2;36.37;35
98672/197866;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;122.8;193.0;70.2;36.37;35
98672/232329;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;122.8;193.0;70.2;36.37;35
98672/241007;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;122.8;193.0;70.2;36.37;35
98673/170662;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;307.0;0.0;-307.0;0;0
98673/178795;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;307.0;337.9;30.9;9.14;10
98673/197866;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;307.0;337.9;30.9;9.14;10
98673/232329;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;307.0;337.9;30.9;9.14;10
98673/241007;Spirálovı zip No 7 délka 75 cm se støíbrnımi zoubky;307.0;337.9;30.9;9.14;10
66933/170661;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;14.5;25.2;10.7;42.46;40
66933/178793;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;14.5;29.7;15.2;51.18;50
66933/197867;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;14.5;25.2;10.7;42.46;40
66933/232328;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;17.55;0.0;-17.55;0;0
66933/241008;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;17.55;0.0;-17.55;0;0
98674/170661;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;104.4;164.1;59.7;36.38;35
98674/178793;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;122.8;193.0;70.2;36.37;35
98674/197867;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;104.4;164.1;59.7;36.38;35
98675/170661;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;261.0;287.1;26.1;9.09;10
98675/178793;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;307.0;337.9;30.9;9.14;10
98675/197867;Spirálovı zip No 7 délka 80 cm se støíbrnımi zoubky;261.0;287.1;26.1;9.09;10
120154/178697;Vodìodolnı zip No 7 délka 80 cm spirálovı;518.75;570.8;52.05;9.12;10
120154/240696;Vodìodolnı zip No 7 délka 80 cm spirálovı;518.75;570.8;52.05;9.12;10
120154/240697;Vodìodolnı zip No 7 délka 80 cm spirálovı;500.0;0.0;-500.0;0;0
120154/285852;Vodìodolnı zip No 7 délka 80 cm spirálovı;518.75;570.8;52.05;9.12;10
72048/178697;Vodìodolnı zip No 7 délka 80 cm spirálovı;24.5;50.1;25.6;51.1;50
72048/240696;Vodìodolnı zip No 7 délka 80 cm spirálovı;24.5;50.1;25.6;51.1;50
72048/240697;Vodìodolnı zip No 7 délka 80 cm spirálovı;29.65;0.0;-29.65;0;0
72048/285852;Vodìodolnı zip No 7 délka 80 cm spirálovı;20.75;50.1;29.35;58.58;60
96730/178697;Vodìodolnı zip No 7 délka 80 cm spirálovı;207.5;326.1;118.6;36.37;35
96730/240696;Vodìodolnı zip No 7 délka 80 cm spirálovı;296.5;326.1;29.6;9.08;10
96730/240697;Vodìodolnı zip No 7 délka 80 cm spirálovı;290.0;0.0;-290.0;0;0
96730/285852;Vodìodolnı zip No 7 délka 80 cm spirálovı;207.5;326.1;118.6;36.37;35
79590/191273;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/191277;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/191280;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/196632;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/196633;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/239977;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/239978;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/243657;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/264212;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/264213;Spirálovı zip No 3 délka 12 cm autolock;2.7;5.5;2.8;50.91;50
79590/264214;Spirálovı zip No 3 délka 12 cm autolock;3.27;0.0;-3.27;0;0
